,col1,col2,col3,col4,date_of_birth
2245,2245,348,78,2245,1927-12-09
2246,2246,42,736,2246,2013-05-12
2247,2247,203,620,2247,1910-09-18
2248,2248,342,226,2248,1974-12-11
2249,2249,481,122,2249,1954-11-07
2250,2250,98,737,2250,2013-10-25
2251,2251,129,738,2251,1956-02-23
2252,2252,482,192,2252,2014-03-14
2253,2253,75,28,2253,1923-12-30
2254,2254,7,590,2254,2002-07-16
2255,2255,132,168,2255,1998-10-22
2256,2256,397,35,2256,1933-02-04
2257,2257,45,88,2257,1952-10-21
2258,2258,14,20,2258,1966-05-03
2259,2259,319,40,2259,1909-03-01
2260,2260,54,739,2260,1960-04-18
2261,2261,33,674,2261,1925-06-30
2262,2262,128,740,2262,2006-02-19
2263,2263,483,545,2263,1993-07-20
2264,2264,48,339,2264,1913-03-04
2265,2265,60,364,2265,1999-08-27
2266,2266,484,67,2266,1953-08-11
2267,2267,34,168,2267,1915-08-24
2268,2268,270,168,2268,2020-05-15
2269,2269,19,324,2269,2015-11-30
2270,2270,248,299,2270,2006-07-04
2271,2271,146,741,2271,1930-07-11
2272,2272,121,94,2272,1920-07-16
2273,2273,129,529,2273,1922-11-29
2274,2274,34,219,2274,1928-10-17
2275,2275,485,254,2275,2022-12-20
2276,2276,275,287,2276,1921-10-14
2277,2277,49,742,2277,1932-03-19
2278,2278,486,125,2278,1960-02-12
2279,2279,27,743,2279,1938-04-08
2280,2280,136,53,2280,1996-11-27
2281,2281,427,374,2281,1948-07-02
2282,2282,114,494,2282,1950-10-12
2283,2283,172,162,2283,1922-12-11
2284,2284,286,64,2284,1988-09-25
2285,2285,8,628,2285,1967-09-12
2286,2286,487,666,2286,1919-06-15
2287,2287,91,627,2287,1951-04-25
2288,2288,6,241,2288,1928-02-04
2289,2289,227,110,2289,2019-06-21
2290,2290,28,110,2290,1968-06-13
2291,2291,55,744,2291,2019-06-10
2292,2292,121,273,2292,1999-03-11
2293,2293,14,187,2293,1936-10-05
2294,2294,348,745,2294,2009-06-27
2295,2295,114,518,2295,1977-12-26
2296,2296,90,129,2296,2006-04-28
2297,2297,24,240,2297,1929-04-21
2298,2298,32,71,2298,2000-11-17
2299,2299,35,678,2299,1995-04-01
2300,2300,276,324,2300,1926-10-20
2301,2301,200,746,2301,1964-05-15
2302,2302,36,135,2302,1980-11-30
2303,2303,319,742,2303,1909-10-19
2304,2304,42,32,2304,1986-12-08
2305,2305,252,408,2305,2001-09-19
2306,2306,50,125,2306,1930-03-31
2307,2307,160,446,2307,1938-10-18
2308,2308,115,296,2308,1942-09-17
2309,2309,259,717,2309,1967-12-01
2310,2310,353,747,2310,1948-02-02
2311,2311,72,705,2311,1961-10-31
2312,2312,356,470,2312,2013-05-21
2313,2313,356,543,2313,1988-06-11
2314,2314,7,32,2314,1927-09-18
2315,2315,236,682,2315,1927-06-03
2316,2316,60,397,2316,1990-11-04
2317,2317,96,748,2317,1953-11-17
2318,2318,134,550,2318,2004-04-19
2319,2319,94,64,2319,1960-08-17
2320,2320,190,509,2320,1947-04-08
2321,2321,41,125,2321,2000-01-08
2322,2322,488,646,2322,1967-01-28
2323,2323,489,54,2323,1968-02-16
2324,2324,187,83,2324,1947-06-12
2325,2325,72,157,2325,1979-12-07
2326,2326,43,361,2326,1946-09-30
2327,2327,261,64,2327,1927-03-12
2328,2328,32,431,2328,1925-06-04
2329,2329,98,171,2329,1957-06-27
2330,2330,208,198,2330,1948-12-14
2331,2331,452,82,2331,1932-02-08
2332,2332,354,71,2332,2005-10-18
2333,2333,213,642,2333,1945-06-06
2334,2334,98,392,2334,2015-12-28
2335,2335,71,37,2335,2010-04-20
2336,2336,90,547,2336,1918-08-03
2337,2337,12,444,2337,1995-07-01
2338,2338,309,125,2338,2002-02-10
2339,2339,72,77,2339,1918-11-11
2340,2340,261,310,2340,1974-08-31
2341,2341,3,395,2341,2016-11-21
2342,2342,72,113,2342,1969-09-23
2343,2343,162,184,2343,1933-09-29
2344,2344,108,110,2344,1920-07-28
2345,2345,7,562,2345,1939-08-09
2346,2346,490,125,2346,1935-10-11
2347,2347,58,725,2347,1968-07-28
2348,2348,491,249,2348,1923-10-29
2349,2349,27,206,2349,1940-11-25
2350,2350,214,65,2350,2012-12-27
2351,2351,95,83,2351,2001-08-29
2352,2352,25,161,2352,1912-06-09
2353,2353,291,206,2353,1934-10-14
2354,2354,177,219,2354,1909-03-28
2355,2355,213,21,2355,2015-01-12
2356,2356,457,125,2356,1945-05-03
2357,2357,492,32,2357,1925-11-21
2358,2358,2,26,2358,1941-01-04
2359,2359,104,52,2359,1930-09-24
2360,2360,98,359,2360,1991-04-23
2361,2361,342,695,2361,1931-05-23
2362,2362,315,478,2362,1979-07-15
2363,2363,430,749,2363,1992-05-30
2364,2364,24,71,2364,1967-07-16
2365,2365,493,497,2365,2009-01-06
2366,2366,74,381,2366,1922-03-30
2367,2367,7,691,2367,1910-10-25
2368,2368,132,149,2368,1976-04-10
2369,2369,58,83,2369,1977-03-19
2370,2370,56,259,2370,1950-03-13
2371,2371,7,664,2371,1961-07-25
2372,2372,98,581,2372,1967-06-21
2373,2373,221,750,2373,1919-06-22
2374,2374,214,612,2374,1953-08-02
2375,2375,62,243,2375,1979-06-27
2376,2376,210,713,2376,1966-04-29
2377,2377,315,125,2377,1928-06-23
2378,2378,4,588,2378,1921-09-12
2379,2379,51,441,2379,1928-12-04
2380,2380,348,40,2380,2000-12-01
2381,2381,164,189,2381,1941-12-22
2382,2382,407,556,2382,2020-10-07
2383,2383,14,122,2383,1946-03-15
2384,2384,150,57,2384,1930-04-09
2385,2385,46,233,2385,1913-06-13
2386,2386,11,751,2386,1990-10-24
2387,2387,95,168,2387,1998-02-03
2388,2388,14,211,2388,1994-07-23
2389,2389,51,711,2389,2017-06-27
2390,2390,13,354,2390,1941-03-03
2391,2391,49,366,2391,1950-06-14
2392,2392,13,190,2392,1933-10-17
2393,2393,64,11,2393,2022-01-17
2394,2394,197,192,2394,1915-10-02
2395,2395,494,33,2395,1971-09-11
2396,2396,495,390,2396,2017-05-15
2397,2397,71,21,2397,2018-12-24
2398,2398,191,417,2398,1924-02-15
2399,2399,200,299,2399,1983-09-24
2400,2400,50,115,2400,2000-04-06
2401,2401,72,752,2401,1915-03-29
2402,2402,160,704,2402,1981-03-14
2403,2403,179,381,2403,2013-10-09
2404,2404,59,92,2404,2007-09-19
2405,2405,236,198,2405,1986-05-22
2406,2406,18,275,2406,2010-08-22
2407,2407,19,278,2407,1959-02-07
2408,2408,496,319,2408,1975-01-01
2409,2409,25,588,2409,1969-03-27
2410,2410,25,381,2410,2020-11-22
2411,2411,284,241,2411,1970-05-23
2412,2412,329,543,2412,1931-10-17
2413,2413,20,282,2413,2001-10-18
2414,2414,43,574,2414,1920-03-11
2415,2415,72,201,2415,1924-01-16
2416,2416,164,129,2416,1990-04-16
2417,2417,323,125,2417,1981-11-17
2418,2418,350,125,2418,1990-04-10
2419,2419,216,692,2419,1969-08-17
2420,2420,13,753,2420,1921-07-29
2421,2421,497,147,2421,1949-01-31
2422,2422,60,330,2422,1921-05-28
2423,2423,301,50,2423,1922-12-17
2424,2424,4,213,2424,1922-12-24
2425,2425,498,2,2425,1933-02-27
2426,2426,216,499,2426,1986-10-05
2427,2427,423,78,2427,1923-01-19
2428,2428,125,413,2428,1950-08-30
2429,2429,457,162,2429,1961-08-29
2430,2430,323,465,2430,1977-05-03
2431,2431,153,39,2431,2013-01-25
2432,2432,233,136,2432,1909-01-29
2433,2433,366,358,2433,2016-04-29
2434,2434,72,509,2434,1960-04-02
2435,2435,63,446,2435,1920-04-21
2436,2436,54,754,2436,2005-06-10
2437,2437,213,240,2437,2019-11-30
2438,2438,111,21,2438,1971-03-19
2439,2439,499,138,2439,1935-10-09
2440,2440,348,124,2440,2010-07-13
2441,2441,79,103,2441,1943-04-27
2442,2442,257,485,2442,1982-06-01
2443,2443,9,427,2443,1969-01-02
2444,2444,101,45,2444,1997-06-15
2445,2445,74,368,2445,2008-07-24
2446,2446,275,145,2446,2008-10-30
2447,2447,176,125,2447,1989-04-29
2448,2448,267,755,2448,2003-07-10
2449,2449,18,738,2449,1921-01-16
2450,2450,90,162,2450,1994-12-24
2451,2451,63,43,2451,1976-08-26
2452,2452,25,380,2452,1939-02-24
2453,2453,253,139,2453,1993-11-10
2454,2454,285,756,2454,1942-03-18
2455,2455,50,208,2455,1950-07-18
2456,2456,249,37,2456,1924-08-20
2457,2457,15,324,2457,1987-07-19
2458,2458,342,225,2458,1993-05-17
2459,2459,242,125,2459,1927-10-09
2460,2460,366,64,2460,2020-03-29
2461,2461,42,14,2461,1911-11-06
2462,2462,54,757,2462,1947-12-26
2463,2463,84,211,2463,1951-08-29
2464,2464,185,758,2464,1955-06-12
2465,2465,250,156,2465,1913-08-14
2466,2466,500,43,2466,2000-01-15
2467,2467,54,759,2467,1923-12-21
2468,2468,182,509,2468,1940-12-23
2469,2469,42,389,2469,1978-06-15
2470,2470,145,301,2470,1946-05-13
2471,2471,10,553,2471,2000-06-22
2472,2472,206,236,2472,1997-10-19
2473,2473,368,305,2473,1921-01-17
2474,2474,177,613,2474,2006-09-02
2475,2475,477,574,2475,1947-09-17
2476,2476,132,46,2476,1997-06-19
2477,2477,111,205,2477,2003-07-11
2478,2478,145,146,2478,1995-10-05
2479,2479,344,62,2479,1946-07-12
2480,2480,274,225,2480,1911-01-28
2481,2481,18,238,2481,1926-06-27
2482,2482,81,542,2482,1970-05-25
2483,2483,44,125,2483,2021-02-21
2484,2484,13,211,2484,1947-07-29
2485,2485,48,231,2485,1922-12-28
2486,2486,501,434,2486,1976-01-26
2487,2487,253,457,2487,1994-06-13
2488,2488,59,92,2488,1934-07-18
2489,2489,203,578,2489,1927-11-26
2490,2490,65,760,2490,2013-01-31
2491,2491,1,399,2491,1988-04-28
2492,2492,83,734,2492,1997-10-05
2493,2493,502,463,2493,1932-09-18
2494,2494,60,207,2494,1918-11-09
2495,2495,224,316,2495,1930-03-04
2496,2496,18,464,2496,2005-06-05
2497,2497,78,190,2497,1970-07-19
2498,2498,120,235,2498,1980-01-08
2499,2499,96,145,2499,1985-07-22
2500,2500,38,725,2500,1991-05-30
2501,2501,83,33,2501,1928-09-09
2502,2502,125,110,2502,1977-06-01
2503,2503,233,23,2503,1997-07-09
2504,2504,365,33,2504,1975-06-11
2505,2505,90,539,2505,2013-04-05
2506,2506,477,568,2506,1999-11-18
2507,2507,60,442,2507,1910-03-23
2508,2508,236,445,2508,1915-10-04
2509,2509,503,543,2509,2017-12-14
2510,2510,108,62,2510,2009-09-10
2511,2511,224,99,2511,2017-01-09
2512,2512,159,56,2512,1971-09-07
2513,2513,258,651,2513,1951-06-11
2514,2514,18,381,2514,2021-11-20
2515,2515,504,761,2515,1970-07-10
2516,2516,505,387,2516,1948-03-01
2517,2517,135,461,2517,1998-06-05
2518,2518,207,284,2518,1921-03-22
2519,2519,354,762,2519,1988-12-27
2520,2520,388,1,2520,1940-04-02
2521,2521,199,272,2521,1962-08-25
2522,2522,25,379,2522,2001-03-16
2523,2523,148,278,2523,1910-05-12
2524,2524,469,222,2524,2007-04-15
2525,2525,32,84,2525,1940-01-15
2526,2526,275,111,2526,1978-09-25
2527,2527,34,476,2527,2013-12-25
2528,2528,49,379,2528,1992-11-24
2529,2529,185,173,2529,1992-10-24
2530,2530,9,71,2530,1971-03-25
2531,2531,7,6,2531,1995-09-08
2532,2532,104,640,2532,1956-08-10
2533,2533,33,85,2533,1955-07-24
2534,2534,179,70,2534,1958-11-13
2535,2535,203,763,2535,1959-01-08
2536,2536,506,67,2536,2011-04-13
2537,2537,45,196,2537,2010-06-19
2538,2538,507,196,2538,1928-01-10
2539,2539,199,71,2539,1914-08-28
2540,2540,71,764,2540,1949-02-06
2541,2541,8,514,2541,1961-01-01
2542,2542,32,514,2542,1986-06-21
2543,2543,42,574,2543,1924-07-07
2544,2544,81,251,2544,1910-08-15
2545,2545,154,586,2545,1949-11-01
2546,2546,364,165,2546,1914-06-22
2547,2547,13,238,2547,1944-05-11
2548,2548,146,418,2548,1969-09-07
2549,2549,108,223,2549,1964-07-28
2550,2550,258,238,2550,1985-07-19
2551,2551,371,455,2551,2008-12-11
2552,2552,72,765,2552,1986-07-23
2553,2553,18,21,2553,1950-08-25
2554,2554,352,238,2554,2013-02-23
2555,2555,242,766,2555,1962-02-28
2556,2556,68,28,2556,1910-01-13
2557,2557,173,144,2557,1940-12-09
2558,2558,135,78,2558,2023-03-03
2559,2559,395,56,2559,1959-05-14
2560,2560,12,125,2560,2015-01-18
2561,2561,369,84,2561,1920-07-13
2562,2562,159,33,2562,1918-06-11
2563,2563,153,767,2563,2024-08-07
2564,2564,81,390,2564,2022-08-04
2565,2565,34,543,2565,1921-11-25
2566,2566,18,586,2566,2006-02-05
2567,2567,100,297,2567,2008-12-26
2568,2568,72,139,2568,1936-12-07
2569,2569,508,18,2569,1991-07-26
2570,2570,206,768,2570,2004-04-22
2571,2571,261,529,2571,1978-01-23
2572,2572,418,34,2572,1986-11-24
2573,2573,6,769,2573,1987-02-06
2574,2574,102,501,2574,1915-12-31
2575,2575,42,168,2575,1909-12-01
2576,2576,13,266,2576,1984-11-03
2577,2577,138,648,2577,1924-11-26
2578,2578,97,770,2578,1982-06-29
2579,2579,213,500,2579,1956-06-14
2580,2580,29,125,2580,2024-05-31
2581,2581,0,195,2581,1921-06-04
2582,2582,59,565,2582,1955-12-09
2583,2583,272,333,2583,1917-07-30
2584,2584,509,37,2584,2012-10-28
2585,2585,10,64,2585,1995-02-25
2586,2586,239,466,2586,2022-12-13
2587,2587,13,188,2587,1991-03-25
2588,2588,54,62,2588,1929-06-24
2589,2589,81,746,2589,1953-07-16
2590,2590,23,225,2590,2007-05-23
2591,2591,132,54,2591,1993-06-05
2592,2592,69,594,2592,1975-05-04
2593,2593,351,124,2593,2009-10-25
2594,2594,236,361,2594,1969-03-01
2595,2595,176,52,2595,2003-05-20
2596,2596,135,37,2596,1962-09-30
2597,2597,15,476,2597,1990-09-09
2598,2598,79,745,2598,1969-05-13
2599,2599,7,282,2599,1980-12-13
2600,2600,13,287,2600,2024-07-03
2601,2601,72,299,2601,1940-06-05
2602,2602,275,438,2602,1920-12-03
2603,2603,510,771,2603,1928-05-04
2604,2604,166,249,2604,1971-01-06
2605,2605,98,306,2605,1929-02-05
2606,2606,511,581,2606,1921-10-13
2607,2607,463,226,2607,1911-10-31
2608,2608,222,687,2608,1975-12-01
2609,2609,456,40,2609,1936-09-25
2610,2610,50,83,2610,1950-06-17
2611,2611,75,139,2611,1951-02-14
2612,2612,309,772,2612,1973-11-20
2613,2613,26,225,2613,1966-07-04
2614,2614,95,133,2614,1924-06-07
2615,2615,328,242,2615,2004-07-29
2616,2616,72,773,2616,2017-07-22
2617,2617,512,590,2617,1990-03-02
2618,2618,69,33,2618,1979-05-05
2619,2619,513,402,2619,2015-02-13
2620,2620,50,92,2620,2011-01-01
2621,2621,111,77,2621,1969-05-08
2622,2622,344,120,2622,1963-07-25
2623,2623,170,774,2623,1941-12-03
2624,2624,309,508,2624,1973-08-03
2625,2625,7,18,2625,1928-10-25
2626,2626,51,390,2626,1988-10-07
2627,2627,34,380,2627,1970-09-10
2628,2628,123,511,2628,1995-04-23
2629,2629,392,52,2629,1920-07-04
2630,2630,477,173,2630,1993-12-23
2631,2631,63,107,2631,1947-04-19
2632,2632,155,43,2632,2016-01-09
2633,2633,502,284,2633,1937-01-23
2634,2634,73,71,2634,2024-02-15
2635,2635,7,251,2635,1990-10-13
2636,2636,338,546,2636,1970-03-03
2637,2637,143,61,2637,1961-07-02
2638,2638,81,180,2638,1925-11-19
2639,2639,89,212,2639,1931-09-04
2640,2640,154,47,2640,1926-10-17
2641,2641,216,444,2641,1970-05-19
2642,2642,260,306,2642,1910-06-20
2643,2643,392,741,2643,1974-01-05
2644,2644,9,375,2644,1936-03-18
2645,2645,90,503,2645,1917-06-08
2646,2646,459,758,2646,1954-03-28
2647,2647,185,37,2647,1969-10-15
2648,2648,48,305,2648,1930-05-28
2649,2649,218,146,2649,2021-09-09
2650,2650,514,30,2650,1928-07-29
2651,2651,287,739,2651,2021-05-29
2652,2652,254,68,2652,1930-11-09
2653,2653,515,196,2653,1980-11-25
2654,2654,392,159,2654,1941-01-11
2655,2655,97,305,2655,1954-09-22
2656,2656,507,486,2656,2023-03-01
2657,2657,138,307,2657,1919-03-22
2658,2658,304,213,2658,1947-09-20
2659,2659,427,402,2659,1925-06-18
2660,2660,108,28,2660,1910-05-12
2661,2661,42,324,2661,1941-08-11
2662,2662,150,102,2662,2002-09-20
2663,2663,364,421,2663,1913-02-06
2664,2664,290,213,2664,1935-04-01
2665,2665,516,469,2665,1990-04-18
2666,2666,70,322,2666,1974-02-25
2667,2667,1,775,2667,1927-08-30
2668,2668,242,486,2668,1971-01-09
2669,2669,517,71,2669,1928-02-14
2670,2670,425,776,2670,1918-01-28
2671,2671,71,28,2671,1927-06-04
2672,2672,74,66,2672,1995-10-08
2673,2673,207,732,2673,1926-11-25
2674,2674,90,168,2674,1977-01-23
2675,2675,0,126,2675,2011-03-01
2676,2676,371,511,2676,1973-04-27
2677,2677,65,777,2677,1939-12-04
2678,2678,299,171,2678,1965-07-23
2679,2679,103,490,2679,2022-03-15
2680,2680,35,562,2680,1991-08-09
2681,2681,28,764,2681,1967-06-06
2682,2682,13,362,2682,1984-01-04
2683,2683,26,522,2683,2007-05-22
2684,2684,269,182,2684,1981-02-28
2685,2685,135,582,2685,1957-01-21
2686,2686,165,77,2686,1959-05-06
2687,2687,199,778,2687,1926-09-04
2688,2688,217,119,2688,1934-04-05
2689,2689,154,54,2689,1978-07-04
2690,2690,94,486,2690,1946-01-07
2691,2691,15,418,2691,1940-02-18
2692,2692,303,474,2692,1982-08-05
2693,2693,36,779,2693,1967-12-25
2694,2694,348,103,2694,1958-03-15
2695,2695,71,147,2695,1967-05-03
2696,2696,101,494,2696,2010-02-02
2697,2697,84,78,2697,2011-10-17
2698,2698,129,647,2698,1949-02-12
2699,2699,356,459,2699,1913-04-06
2700,2700,46,331,2700,1937-08-09
2701,2701,232,178,2701,1979-01-17
2702,2702,24,64,2702,1995-12-19
2703,2703,72,75,2703,2020-05-31
2704,2704,7,625,2704,2002-01-21
2705,2705,384,67,2705,2016-07-23
2706,2706,402,554,2706,1965-01-19
2707,2707,407,52,2707,1926-03-01
2708,2708,69,52,2708,1929-11-25
2709,2709,90,780,2709,1973-08-27
2710,2710,509,460,2710,1992-09-21
2711,2711,15,781,2711,1988-09-18
2712,2712,36,6,2712,2005-04-30
2713,2713,18,135,2713,1953-06-19
2714,2714,417,528,2714,2015-01-22
2715,2715,63,11,2715,1951-08-13
2716,2716,164,762,2716,1938-12-25
2717,2717,377,634,2717,1919-12-11
2718,2718,50,542,2718,2017-09-06
2719,2719,345,71,2719,1944-05-08
2720,2720,55,703,2720,1955-10-03
2721,2721,518,782,2721,1995-11-08
2722,2722,24,668,2722,1939-01-29
2723,2723,519,599,2723,1919-02-25
2724,2724,385,783,2724,1936-09-22
2725,2725,215,43,2725,2022-04-06
2726,2726,132,784,2726,1967-07-07
2727,2727,78,32,2727,1925-11-24
2728,2728,86,538,2728,1918-02-27
2729,2729,185,100,2729,2020-11-17
2730,2730,8,785,2730,2019-01-11
2731,2731,167,168,2731,1914-12-03
2732,2732,275,182,2732,1945-08-25
2733,2733,242,210,2733,1909-07-27
2734,2734,100,52,2734,1970-07-12
2735,2735,114,310,2735,1974-12-09
2736,2736,11,539,2736,2022-01-13
2737,2737,36,125,2737,1967-06-05
2738,2738,74,779,2738,1934-04-29
2739,2739,34,285,2739,1998-01-26
2740,2740,288,213,2740,1984-03-03
2741,2741,167,198,2741,1913-02-19
2742,2742,11,366,2742,1930-01-07
2743,2743,275,115,2743,1983-10-05
2744,2744,66,507,2744,1969-04-07
2745,2745,353,786,2745,1973-01-20
2746,2746,72,412,2746,1952-05-11
2747,2747,463,381,2747,2020-06-05
2748,2748,321,219,2748,1959-12-25
2749,2749,239,708,2749,1991-04-11
2750,2750,359,198,2750,1925-04-04
2751,2751,63,51,2751,1985-06-06
2752,2752,12,82,2752,1920-01-03
2753,2753,54,787,2753,1970-10-21
2754,2754,103,287,2754,1928-10-05
2755,2755,331,205,2755,1927-11-02
2756,2756,33,33,2756,1938-10-28
2757,2757,100,341,2757,2007-11-28
2758,2758,309,299,2758,2007-10-01
2759,2759,25,89,2759,1964-10-17
2760,2760,403,376,2760,2010-03-25
2761,2761,231,73,2761,1981-05-15
2762,2762,308,788,2762,1974-08-17
2763,2763,434,789,2763,2000-05-02
2764,2764,150,790,2764,1987-06-08
2765,2765,520,24,2765,1986-09-16
2766,2766,13,203,2766,1996-02-21
2767,2767,172,84,2767,2005-09-24
2768,2768,29,205,2768,2008-03-16
2769,2769,208,397,2769,1940-12-18
2770,2770,24,791,2770,1986-02-17
2771,2771,7,745,2771,1998-10-28
2772,2772,270,125,2772,1980-03-08
2773,2773,72,83,2773,1981-10-17
2774,2774,323,555,2774,1941-09-25
2775,2775,275,536,2775,1978-01-07
2776,2776,520,792,2776,2023-02-21
2777,2777,97,28,2777,1998-08-12
2778,2778,211,397,2778,1938-04-19
2779,2779,357,83,2779,1965-02-21
2780,2780,7,469,2780,2019-11-24
2781,2781,412,135,2781,2002-01-18
2782,2782,24,85,2782,1995-07-11
2783,2783,7,341,2783,1919-04-20
2784,2784,20,701,2784,1976-02-19
2785,2785,521,793,2785,1983-12-04
2786,2786,404,76,2786,2004-01-04
2787,2787,141,220,2787,2010-06-15
2788,2788,166,625,2788,1973-05-23
2789,2789,72,28,2789,1978-08-03
2790,2790,54,29,2790,1933-04-03
2791,2791,26,139,2791,1949-05-01
2792,2792,371,33,2792,1967-10-24
2793,2793,369,794,2793,1945-01-29
2794,2794,12,48,2794,1961-05-14
2795,2795,79,125,2795,1924-09-01
2796,2796,183,795,2796,1951-02-12
2797,2797,309,175,2797,2010-12-30
2798,2798,522,796,2798,1970-08-01
2799,2799,523,473,2799,1913-03-01
2800,2800,34,324,2800,2016-02-29
2801,2801,239,797,2801,2003-10-08
2802,2802,60,688,2802,1964-12-29
2803,2803,13,171,2803,1945-10-01
2804,2804,394,238,2804,2000-05-29
2805,2805,524,798,2805,1913-08-11
2806,2806,68,393,2806,1926-10-08
2807,2807,18,196,2807,1955-08-16
2808,2808,26,162,2808,1929-10-10
2809,2809,213,476,2809,1939-02-07
2810,2810,500,135,2810,1978-06-14
2811,2811,81,125,2811,1972-02-16
2812,2812,44,228,2812,2004-04-28
2813,2813,525,125,2813,1909-09-23
2814,2814,287,181,2814,1979-01-02
2815,2815,453,185,2815,1927-02-16
2816,2816,135,418,2816,2022-03-16
2817,2817,235,278,2817,1909-07-30
2818,2818,82,64,2818,1923-07-03
2819,2819,34,243,2819,2022-12-11
2820,2820,348,542,2820,1974-11-18
2821,2821,18,62,2821,1909-09-02
2822,2822,15,225,2822,1982-05-03
2823,2823,512,87,2823,1991-02-09
2824,2824,395,33,2824,1934-08-24
2825,2825,65,799,2825,1990-07-07
2826,2826,272,62,2826,1999-11-27
2827,2827,182,21,2827,1966-08-16
2828,2828,8,549,2828,1928-12-29
2829,2829,8,168,2829,2003-05-21
2830,2830,121,180,2830,1910-01-08
2831,2831,121,800,2831,1926-04-06
2832,2832,19,619,2832,1995-06-07
2833,2833,26,83,2833,1986-08-28
2834,2834,284,431,2834,2010-04-15
2835,2835,175,125,2835,1978-07-22
2836,2836,196,581,2836,1993-09-08
2837,2837,94,11,2837,1970-11-30
2838,2838,73,62,2838,1973-07-10
2839,2839,173,310,2839,1917-11-24
2840,2840,72,350,2840,1974-11-16
2841,2841,154,3,2841,2005-01-30
2842,2842,135,660,2842,1984-11-04
2843,2843,200,28,2843,1933-05-16
2844,2844,29,649,2844,1940-04-29
2845,2845,368,616,2845,1919-04-09
2846,2846,309,192,2846,2003-02-12
2847,2847,9,758,2847,1914-11-20
2848,2848,143,282,2848,1927-08-01
2849,2849,224,115,2849,1930-06-11
2850,2850,322,718,2850,1989-12-19
2851,2851,29,136,2851,1963-12-29
2852,2852,245,737,2852,1945-09-29
2853,2853,526,531,2853,1983-07-26
2854,2854,24,494,2854,1929-12-14
2855,2855,0,445,2855,1997-09-02
2856,2856,29,169,2856,1933-08-25
2857,2857,251,801,2857,1966-08-04
2858,2858,527,7,2858,1999-08-23
2859,2859,288,375,2859,2008-07-17
2860,2860,95,802,2860,2003-04-11
2861,2861,19,703,2861,1923-04-30
2862,2862,94,64,2862,1993-09-09
2863,2863,335,732,2863,1990-06-07
2864,2864,34,551,2864,1982-02-13
2865,2865,104,231,2865,1937-04-17
2866,2866,13,220,2866,2009-08-12
2867,2867,15,85,2867,1933-06-24
2868,2868,43,457,2868,2000-09-08
2869,2869,95,709,2869,1999-05-17
2870,2870,29,171,2870,1949-11-24
2871,2871,222,354,2871,1937-12-31
2872,2872,331,289,2872,1938-01-03
2873,2873,97,674,2873,1934-06-18
2874,2874,57,803,2874,1959-11-30
2875,2875,1,225,2875,1919-12-10
2876,2876,237,226,2876,1977-03-25
2877,2877,128,764,2877,2020-04-18
2878,2878,29,252,2878,1977-04-07
2879,2879,510,77,2879,1952-03-24
2880,2880,209,381,2880,1982-02-06
2881,2881,275,696,2881,1960-09-28
2882,2882,154,336,2882,1984-02-07
2883,2883,11,355,2883,1941-04-25
2884,2884,223,184,2884,1945-02-10
2885,2885,32,290,2885,1997-02-21
2886,2886,427,122,2886,1943-03-11
2887,2887,427,355,2887,1913-09-04
2888,2888,233,673,2888,1949-04-09
2889,2889,50,451,2889,1916-07-20
2890,2890,364,287,2890,1955-06-30
2891,2891,254,125,2891,1966-08-11
2892,2892,150,399,2892,1994-01-13
2893,2893,24,199,2893,1971-04-08
2894,2894,98,406,2894,2021-06-20
2895,2895,185,78,2895,1914-01-31
2896,2896,146,737,2896,1979-12-01
2897,2897,150,635,2897,1925-07-19
2898,2898,19,247,2898,2005-11-15
2899,2899,32,619,2899,1991-07-25
2900,2900,261,188,2900,2012-10-06
2901,2901,54,804,2901,1940-09-21
2902,2902,79,186,2902,2013-09-20
2903,2903,82,48,2903,2024-03-04
2904,2904,7,512,2904,1983-10-25
2905,2905,19,266,2905,2013-12-04
2906,2906,50,28,2906,1951-08-15
2907,2907,154,217,2907,2000-11-20
2908,2908,528,560,2908,1965-10-19
2909,2909,81,576,2909,1928-07-05
2910,2910,199,244,2910,1947-10-06
2911,2911,245,470,2911,1969-07-25
2912,2912,97,299,2912,1939-07-12
2913,2913,13,83,2913,1922-08-08
2914,2914,529,664,2914,1963-09-22
2915,2915,224,151,2915,1998-05-14
2916,2916,459,308,2916,1990-11-20
2917,2917,74,474,2917,1929-09-04
2918,2918,530,123,2918,1950-11-18
2919,2919,24,491,2919,1972-05-27
2920,2920,153,805,2920,1929-02-23
2921,2921,81,144,2921,1942-10-12
2922,2922,344,578,2922,1929-04-19
2923,2923,50,336,2923,1997-01-21
2924,2924,24,441,2924,2005-02-16
2925,2925,250,512,2925,1968-09-26
2926,2926,102,215,2926,2015-12-23
2927,2927,81,327,2927,1981-06-15
2928,2928,531,806,2928,2000-10-24
2929,2929,114,77,2929,2014-12-21
2930,2930,323,83,2930,1984-01-28
2931,2931,235,83,2931,1992-08-02
2932,2932,18,33,2932,2016-12-11
2933,2933,221,71,2933,1950-07-31
2934,2934,52,264,2934,1991-09-18
2935,2935,298,367,2935,1955-04-30
2936,2936,112,748,2936,2021-05-23
2937,2937,478,807,2937,1917-07-16
2938,2938,34,808,2938,1942-10-28
2939,2939,172,201,2939,1951-05-11
2940,2940,59,125,2940,2024-02-26
2941,2941,135,787,2941,1916-10-06
2942,2942,19,373,2942,1930-08-28
2943,2943,81,525,2943,1961-03-14
